method,split,regime,task,seed,episodes,success_rate,mechanism_precision,incompatible_retrieval_rate,damage_rate,recovery_success,query_cost,calibration_error
oracle_mechanism_retrieval,cross_embodiment,friction_mismatch,twist_lid_with_force_limit,6,84,0.690476,0.694518,0.049772,0.037799,0.629255,0.178214,0.040276
oracle_mechanism_retrieval,cross_embodiment,support_topology_shift,drawer_pull_with_stiction,0,84,0.833333,0.691064,0.050239,0.040005,0.652988,0.177105,0.041304
oracle_mechanism_retrieval,cross_embodiment,support_topology_shift,drawer_pull_with_stiction,1,84,0.845238,0.691968,0.050911,0.040258,0.653970,0.177375,0.041752
oracle_mechanism_retrieval,cross_embodiment,support_topology_shift,drawer_pull_with_stiction,2,84,0.821429,0.692872,0.051583,0.041224,0.654951,0.178144,0.042200
oracle_mechanism_retrieval,cross_embodiment,support_topology_shift,drawer_pull_with_stiction,3,84,0.761905,0.693776,0.052255,0.042905,0.655932,0.179413,0.042649
oracle_mechanism_retrieval,cross_embodiment,support_topology_shift,drawer_pull_with_stiction,4,84,0.797619,0.694680,0.052927,0.042681,0.656913,0.179349,0.043097
oracle_mechanism_retrieval,cross_embodiment,support_topology_shift,drawer_pull_with_stiction,5,84,0.797619,0.695584,0.053599,0.035168,0.657894,0.179785,0.043545
oracle_mechanism_retrieval,cross_embodiment,support_topology_shift,drawer_pull_with_stiction,6,84,0.857143,0.696488,0.054271,0.034467,0.658875,0.179388,0.043993
oracle_mechanism_retrieval,cross_embodiment,support_topology_shift,peg_insert_contact_search,0,84,0.773810,0.693546,0.052272,0.043184,0.631162,0.179912,0.043305
oracle_mechanism_retrieval,cross_embodiment,support_topology_shift,peg_insert_contact_search,1,84,0.750000,0.694450,0.052944,0.036147,0.632143,0.180682,0.043753
oracle_mechanism_retrieval,cross_embodiment,support_topology_shift,peg_insert_contact_search,2,84,0.750000,0.695354,0.053616,0.036637,0.633124,0.181118,0.044201
oracle_mechanism_retrieval,cross_embodiment,support_topology_shift,peg_insert_contact_search,3,84,0.690476,0.696258,0.054288,0.038318,0.634105,0.182387,0.044649
oracle_mechanism_retrieval,cross_embodiment,support_topology_shift,peg_insert_contact_search,4,84,0.869048,0.697162,0.054960,0.035237,0.635087,0.180323,0.045097
oracle_mechanism_retrieval,cross_embodiment,support_topology_shift,peg_insert_contact_search,5,84,0.809524,0.698066,0.055632,0.036918,0.636068,0.181592,0.045545
oracle_mechanism_retrieval,cross_embodiment,support_topology_shift,peg_insert_contact_search,6,84,0.750000,0.698970,0.056304,0.038599,0.637049,0.182862,0.045993
oracle_mechanism_retrieval,cross_embodiment,support_topology_shift,cable_route_around_hook,0,84,0.797619,0.700701,0.047391,0.040678,0.658419,0.179018,0.042685
oracle_mechanism_retrieval,cross_embodiment,support_topology_shift,cable_route_around_hook,1,84,0.714286,0.701589,0.048051,0.042826,0.659383,0.180613,0.043125
oracle_mechanism_retrieval,cross_embodiment,support_topology_shift,cable_route_around_hook,2,84,0.750000,0.702477,0.048711,0.042593,0.660347,0.180541,0.043565
oracle_mechanism_retrieval,cross_embodiment,support_topology_shift,cable_route_around_hook,3,84,0.690476,0.703365,0.049371,0.044265,0.661310,0.181802,0.044005
oracle_mechanism_retrieval,cross_embodiment,support_topology_shift,cable_route_around_hook,4,84,0.738095,0.704253,0.050031,0.035790,0.662274,0.181563,0.044445
oracle_mechanism_retrieval,cross_embodiment,support_topology_shift,cable_route_around_hook,5,84,0.738095,0.689133,0.050691,0.036272,0.663237,0.181991,0.044884
oracle_mechanism_retrieval,cross_embodiment,support_topology_shift,cable_route_around_hook,6,84,0.761905,0.690021,0.051351,0.036277,0.664201,0.182086,0.045324
oracle_mechanism_retrieval,cross_embodiment,support_topology_shift,cloth_slide_over_edge,0,84,0.678571,0.691952,0.054080,0.041865,0.663340,0.179836,0.041949
oracle_mechanism_retrieval,cross_embodiment,support_topology_shift,cloth_slide_over_edge,1,84,0.714286,0.692824,0.054728,0.041623,0.664286,0.179756,0.042381
oracle_mechanism_retrieval,cross_embodiment,support_topology_shift,cloth_slide_over_edge,2,84,0.797619,0.693696,0.055376,0.040429,0.665232,0.179009,0.042813
oracle_mechanism_retrieval,cross_embodiment,support_topology_shift,cloth_slide_over_edge,3,84,0.761905,0.694568,0.056024,0.041616,0.666178,0.179929,0.043244
oracle_mechanism_retrieval,cross_embodiment,support_topology_shift,cloth_slide_over_edge,4,84,0.666667,0.695440,0.056672,0.043993,0.667124,0.181683,0.043676
oracle_mechanism_retrieval,cross_embodiment,support_topology_shift,cloth_slide_over_edge,5,84,0.821429,0.696312,0.057320,0.041370,0.650061,0.179936,0.044108
oracle_mechanism_retrieval,cross_embodiment,support_topology_shift,cloth_slide_over_edge,6,84,0.761905,0.697184,0.057968,0.043034,0.651007,0.181189,0.044539
oracle_mechanism_retrieval,cross_embodiment,support_topology_shift,twist_lid_with_force_limit,0,84,0.797619,0.700338,0.056640,0.036820,0.632412,0.180869,0.044680
oracle_mechanism_retrieval,cross_embodiment,support_topology_shift,twist_lid_with_force_limit,1,84,0.821429,0.701250,0.057318,0.036838,0.615393,0.180976,0.045132
oracle_mechanism_retrieval,cross_embodiment,support_topology_shift,twist_lid_with_force_limit,2,84,0.797619,0.702162,0.057996,0.037809,0.616383,0.181749,0.045584
oracle_mechanism_retrieval,cross_embodiment,support_topology_shift,twist_lid_with_force_limit,3,84,0.797619,0.703074,0.046668,0.037404,0.617853,0.182189,0.045820
oracle_mechanism_retrieval,cross_embodiment,support_topology_shift,twist_lid_with_force_limit,4,84,0.797619,0.703986,0.047346,0.037899,0.618843,0.174625,0.046272
oracle_mechanism_retrieval,cross_embodiment,support_topology_shift,twist_lid_with_force_limit,5,84,0.809524,0.688890,0.048024,0.038155,0.619833,0.174898,0.046724
oracle_mechanism_retrieval,cross_embodiment,support_topology_shift,twist_lid_with_force_limit,6,84,0.809524,0.689802,0.048702,0.038650,0.620822,0.175338,0.047177
oracle_mechanism_retrieval,cross_embodiment,compliance_shift,drawer_pull_with_stiction,0,84,0.833333,0.691554,0.056577,0.042529,0.660382,0.182251,0.046626
oracle_mechanism_retrieval,cross_embodiment,compliance_shift,drawer_pull_with_stiction,1,84,0.750000,0.692410,0.057213,0.036655,0.661310,0.183830,0.047050
oracle_mechanism_retrieval,cross_embodiment,compliance_shift,drawer_pull_with_stiction,2,84,0.773810,0.693266,0.057849,0.036642,0.644230,0.175904,0.047473
oracle_mechanism_retrieval,cross_embodiment,compliance_shift,drawer_pull_with_stiction,3,84,0.785714,0.694122,0.058485,0.036868,0.645159,0.176150,0.047897
oracle_mechanism_retrieval,cross_embodiment,compliance_shift,drawer_pull_with_stiction,4,84,0.833333,0.694978,0.047115,0.035479,0.646567,0.175895,0.048104
oracle_mechanism_retrieval,cross_embodiment,compliance_shift,drawer_pull_with_stiction,5,84,0.821429,0.695834,0.047751,0.036181,0.647496,0.176474,0.048528
oracle_mechanism_retrieval,cross_embodiment,compliance_shift,drawer_pull_with_stiction,6,84,0.833333,0.696690,0.048387,0.036406,0.648425,0.176719,0.040947
oracle_mechanism_retrieval,cross_embodiment,compliance_shift,peg_insert_contact_search,0,84,0.761905,0.696723,0.048620,0.038536,0.623970,0.178565,0.041787
oracle_mechanism_retrieval,cross_embodiment,compliance_shift,peg_insert_contact_search,1,84,0.785714,0.697579,0.049256,0.038524,0.624899,0.178643,0.042211
oracle_mechanism_retrieval,cross_embodiment,compliance_shift,peg_insert_contact_search,2,84,0.761905,0.698435,0.049892,0.039464,0.625827,0.179389,0.042634
oracle_mechanism_retrieval,cross_embodiment,compliance_shift,peg_insert_contact_search,3,84,0.750000,0.699291,0.050528,0.040166,0.626756,0.179967,0.043058
oracle_mechanism_retrieval,cross_embodiment,compliance_shift,peg_insert_contact_search,4,84,0.773810,0.700147,0.051164,0.040153,0.627684,0.180046,0.043481
oracle_mechanism_retrieval,cross_embodiment,compliance_shift,peg_insert_contact_search,5,84,0.761905,0.701003,0.051800,0.040855,0.628613,0.180625,0.043904
oracle_mechanism_retrieval,cross_embodiment,compliance_shift,peg_insert_contact_search,6,84,0.797619,0.701859,0.052436,0.040604,0.629542,0.180537,0.044328
oracle_mechanism_retrieval,cross_embodiment,compliance_shift,cable_route_around_hook,0,84,0.750000,0.697998,0.051335,0.042378,0.662318,0.183234,0.046368
oracle_mechanism_retrieval,cross_embodiment,compliance_shift,cable_route_around_hook,1,84,0.773810,0.698838,0.051959,0.042357,0.663229,0.183305,0.046783
oracle_mechanism_retrieval,cross_embodiment,compliance_shift,cable_route_around_hook,2,84,0.702381,0.699678,0.052583,0.044240,0.664140,0.176705,0.047198
oracle_mechanism_retrieval,cross_embodiment,compliance_shift,cable_route_around_hook,3,84,0.690476,0.700518,0.053207,0.044933,0.665051,0.177276,0.047614
oracle_mechanism_retrieval,cross_embodiment,compliance_shift,cable_route_around_hook,4,84,0.738095,0.701358,0.053831,0.044435,0.665962,0.177013,0.048029
oracle_mechanism_retrieval,cross_embodiment,compliance_shift,cable_route_around_hook,5,84,0.833333,0.702198,0.054455,0.034981,0.666873,0.176084,0.048444
oracle_mechanism_retrieval,cross_embodiment,compliance_shift,cable_route_around_hook,6,84,0.726190,0.703038,0.055079,0.037579,0.667784,0.177988,0.048859
oracle_mechanism_retrieval,cross_embodiment,compliance_shift,cloth_slide_over_edge,0,84,0.738095,0.700194,0.054226,0.038605,0.661693,0.180020,0.043032
oracle_mechanism_retrieval,cross_embodiment,compliance_shift,cloth_slide_over_edge,1,84,0.726190,0.701018,0.054838,0.039289,0.662586,0.180583,0.043439
oracle_mechanism_retrieval,cross_embodiment,compliance_shift,cloth_slide_over_edge,2,84,0.773810,0.701842,0.055450,0.038783,0.663480,0.180312,0.043846
oracle_mechanism_retrieval,cross_embodiment,compliance_shift,cloth_slide_over_edge,3,84,0.714286,0.702666,0.056062,0.040419,0.664374,0.181542,0.044253
oracle_mechanism_retrieval,cross_embodiment,compliance_shift,cloth_slide_over_edge,4,84,0.714286,0.687482,0.056674,0.040865,0.665267,0.181938,0.044660
oracle_mechanism_retrieval,cross_embodiment,compliance_shift,cloth_slide_over_edge,5,84,0.738095,0.688306,0.057286,0.040835,0.666161,0.182000,0.045067
oracle_mechanism_retrieval,cross_embodiment,compliance_shift,cloth_slide_over_edge,6,84,0.761905,0.689130,0.057898,0.040804,0.649045,0.182063,0.045474
oracle_mechanism_retrieval,cross_embodiment,compliance_shift,twist_lid_with_force_limit,0,84,0.773810,0.696891,0.048021,0.036729,0.617967,0.176376,0.047764
oracle_mechanism_retrieval,cross_embodiment,compliance_shift,twist_lid_with_force_limit,1,84,0.845238,0.697755,0.048663,0.035769,0.618904,0.175792,0.048192
oracle_mechanism_retrieval,cross_embodiment,compliance_shift,twist_lid_with_force_limit,2,84,0.773810,0.698619,0.049305,0.037666,0.619841,0.177208,0.040615
oracle_mechanism_retrieval,cross_embodiment,compliance_shift,twist_lid_with_force_limit,3,84,0.761905,0.699483,0.049947,0.038372,0.620779,0.177791,0.041043
oracle_mechanism_retrieval,cross_embodiment,compliance_shift,twist_lid_with_force_limit,4,84,0.785714,0.700347,0.050589,0.038364,0.621716,0.177873,0.041471
oracle_mechanism_retrieval,cross_embodiment,compliance_shift,twist_lid_with_force_limit,5,84,0.750000,0.701211,0.051231,0.039546,0.622653,0.178789,0.041898
oracle_mechanism_retrieval,cross_embodiment,compliance_shift,twist_lid_with_force_limit,6,84,0.761905,0.702075,0.051873,0.039776,0.623591,0.179039,0.042326
oracle_mechanism_retrieval,cross_embodiment,occluded_contact_shift,drawer_pull_with_stiction,0,84,0.797619,0.692360,0.059020,0.041054,0.657746,0.183517,0.047530
oracle_mechanism_retrieval,cross_embodiment,occluded_contact_shift,drawer_pull_with_stiction,1,84,0.761905,0.693264,0.059692,0.042259,0.658727,0.184453,0.047978
oracle_mechanism_retrieval,cross_embodiment,occluded_contact_shift,drawer_pull_with_stiction,2,84,0.833333,0.694168,0.060364,0.041321,0.659708,0.175885,0.048427
oracle_mechanism_retrieval,cross_embodiment,occluded_contact_shift,drawer_pull_with_stiction,3,84,0.761905,0.695072,0.061036,0.043240,0.642681,0.177321,0.048875
oracle_mechanism_retrieval,cross_embodiment,occluded_contact_shift,drawer_pull_with_stiction,4,84,0.833333,0.695976,0.061708,0.042301,0.643662,0.176757,0.049323
oracle_mechanism_retrieval,cross_embodiment,occluded_contact_shift,drawer_pull_with_stiction,5,84,0.750000,0.696880,0.050374,0.043558,0.645123,0.178360,0.041551
oracle_mechanism_retrieval,cross_embodiment,occluded_contact_shift,drawer_pull_with_stiction,6,84,0.773810,0.697784,0.051046,0.043572,0.646104,0.178463,0.041999
oracle_mechanism_retrieval,cross_embodiment,occluded_contact_shift,peg_insert_contact_search,0,84,0.797619,0.694842,0.061053,0.043043,0.617911,0.177487,0.049531
oracle_mechanism_retrieval,cross_embodiment,occluded_contact_shift,peg_insert_contact_search,1,84,0.809524,0.695746,0.061725,0.043295,0.618892,0.177756,0.041975
oracle_mechanism_retrieval,cross_embodiment,occluded_contact_shift,peg_insert_contact_search,2,84,0.738095,0.696650,0.050391,0.044313,0.620353,0.179192,0.042207
oracle_mechanism_retrieval,cross_embodiment,occluded_contact_shift,peg_insert_contact_search,3,84,0.869048,0.697554,0.051063,0.042185,0.621334,0.177795,0.042655
oracle_mechanism_retrieval,cross_embodiment,occluded_contact_shift,peg_insert_contact_search,4,84,0.821429,0.698458,0.051735,0.043628,0.622316,0.178898,0.043103
oracle_mechanism_retrieval,cross_embodiment,occluded_contact_shift,peg_insert_contact_search,5,84,0.726190,0.699362,0.052407,0.046023,0.623297,0.180667,0.043551
oracle_mechanism_retrieval,cross_embodiment,occluded_contact_shift,peg_insert_contact_search,6,84,0.738095,0.700266,0.053079,0.046275,0.624278,0.180936,0.043999
oracle_mechanism_retrieval,cross_embodiment,occluded_contact_shift,cable_route_around_hook,0,84,0.714286,0.685989,0.056172,0.042679,0.663177,0.178093,0.048911
oracle_mechanism_retrieval,cross_embodiment,occluded_contact_shift,cable_route_around_hook,1,84,0.714286,0.686877,0.056832,0.043161,0.664141,0.178521,0.049351
oracle_mechanism_retrieval,cross_embodiment,occluded_contact_shift,cable_route_around_hook,2,84,0.738095,0.687765,0.057492,0.043166,0.665104,0.178615,0.049791
oracle_mechanism_retrieval,cross_embodiment,occluded_contact_shift,cable_route_around_hook,3,84,0.714286,0.688653,0.058152,0.044124,0.666068,0.179377,0.042227
oracle_mechanism_retrieval,cross_embodiment,occluded_contact_shift,cable_route_around_hook,4,84,0.773810,0.689541,0.058812,0.043415,0.667032,0.178971,0.042667
oracle_mechanism_retrieval,cross_embodiment,occluded_contact_shift,cable_route_around_hook,5,84,0.809524,0.690429,0.059472,0.043182,0.667995,0.178899,0.043107
oracle_mechanism_retrieval,cross_embodiment,occluded_contact_shift,cable_route_around_hook,6,84,0.785714,0.691317,0.060132,0.044140,0.668959,0.179661,0.043546
oracle_mechanism_retrieval,cross_embodiment,occluded_contact_shift,cloth_slide_over_edge,0,84,0.809524,0.693248,0.050856,0.038680,0.650569,0.183915,0.047959
oracle_mechanism_retrieval,cross_embodiment,occluded_contact_shift,cloth_slide_over_edge,1,84,0.750000,0.694120,0.051504,0.040343,0.651515,0.177164,0.048391
oracle_mechanism_retrieval,cross_embodiment,occluded_contact_shift,cloth_slide_over_edge,2,84,0.821429,0.694992,0.052152,0.039387,0.652461,0.176584,0.048823
oracle_mechanism_retrieval,cross_embodiment,occluded_contact_shift,cloth_slide_over_edge,3,84,0.738095,0.695864,0.052800,0.041526,0.653407,0.178171,0.049254
oracle_mechanism_retrieval,cross_embodiment,occluded_contact_shift,cloth_slide_over_edge,4,84,0.785714,0.696736,0.053448,0.041046,0.654353,0.177924,0.049686
oracle_mechanism_retrieval,cross_embodiment,occluded_contact_shift,cloth_slide_over_edge,5,84,0.845238,0.697608,0.054096,0.040328,0.655299,0.177511,0.042114
oracle_mechanism_retrieval,cross_embodiment,occluded_contact_shift,cloth_slide_over_edge,6,84,0.809524,0.698480,0.054744,0.041515,0.656245,0.178431,0.042545
oracle_mechanism_retrieval,cross_embodiment,occluded_contact_shift,twist_lid_with_force_limit,0,84,0.857143,0.685626,0.053416,0.043067,0.619641,0.177944,0.042685
oracle_mechanism_retrieval,cross_embodiment,occluded_contact_shift,twist_lid_with_force_limit,1,84,0.821429,0.686538,0.054094,0.044276,0.620631,0.178884,0.043138
oracle_mechanism_retrieval,cross_embodiment,occluded_contact_shift,twist_lid_with_force_limit,2,84,0.690476,0.687450,0.054772,0.047390,0.621621,0.181157,0.043590
oracle_mechanism_retrieval,cross_embodiment,occluded_contact_shift,twist_lid_with_force_limit,3,84,0.761905,0.688362,0.055450,0.046457,0.622610,0.180597,0.044042
oracle_mechanism_retrieval,cross_embodiment,occluded_contact_shift,twist_lid_with_force_limit,4,84,0.821429,0.689274,0.056128,0.045761,0.623600,0.180204,0.044494
oracle_mechanism_retrieval,cross_embodiment,occluded_contact_shift,twist_lid_with_force_limit,5,84,0.880952,0.690186,0.056806,0.037061,0.624590,0.179810,0.044947
oracle_mechanism_retrieval,cross_embodiment,occluded_contact_shift,twist_lid_with_force_limit,6,84,0.821429,0.691098,0.057484,0.038747,0.625580,0.181084,0.045399
oracle_mechanism_retrieval,cross_embodiment,actuator_lag_shift,drawer_pull_with_stiction,0,84,0.833333,0.694894,0.054464,0.040406,0.647515,0.176696,0.049224
oracle_mechanism_retrieval,cross_embodiment,actuator_lag_shift,drawer_pull_with_stiction,1,84,0.833333,0.695766,0.055112,0.040879,0.648462,0.177116,0.049656
oracle_mechanism_retrieval,cross_embodiment,actuator_lag_shift,drawer_pull_with_stiction,2,84,0.773810,0.696638,0.055760,0.042542,0.649408,0.178369,0.050088
oracle_mechanism_retrieval,cross_embodiment,actuator_lag_shift,drawer_pull_with_stiction,3,84,0.761905,0.697510,0.056408,0.043252,0.650354,0.178956,0.050519
oracle_mechanism_retrieval,cross_embodiment,actuator_lag_shift,drawer_pull_with_stiction,4,84,0.845238,0.682374,0.057056,0.042058,0.651300,0.178209,0.042947
oracle_mechanism_retrieval,cross_embodiment,actuator_lag_shift,drawer_pull_with_stiction,5,84,0.702381,0.683246,0.057704,0.045388,0.652246,0.180629,0.043379
oracle_mechanism_retrieval,cross_embodiment,actuator_lag_shift,drawer_pull_with_stiction,6,84,0.738095,0.684118,0.058352,0.045146,0.653192,0.180549,0.043810
oracle_mechanism_retrieval,cross_embodiment,actuator_lag_shift,peg_insert_contact_search,0,84,0.773810,0.683160,0.057841,0.044582,0.627651,0.180399,0.044141
oracle_mechanism_retrieval,cross_embodiment,actuator_lag_shift,peg_insert_contact_search,1,84,0.785714,0.684032,0.058489,0.044816,0.628597,0.180652,0.044573
oracle_mechanism_retrieval,cross_embodiment,actuator_lag_shift,peg_insert_contact_search,2,84,0.726190,0.684904,0.059137,0.046479,0.629544,0.181905,0.045004
oracle_mechanism_retrieval,cross_embodiment,actuator_lag_shift,peg_insert_contact_search,3,84,0.809524,0.685776,0.059785,0.045285,0.630490,0.181159,0.045436
oracle_mechanism_retrieval,cross_embodiment,actuator_lag_shift,peg_insert_contact_search,4,84,0.773810,0.686648,0.060433,0.046472,0.631436,0.182079,0.045868
oracle_mechanism_retrieval,cross_embodiment,actuator_lag_shift,peg_insert_contact_search,5,84,0.750000,0.687520,0.061081,0.047421,0.632382,0.182832,0.046299
oracle_mechanism_retrieval,cross_embodiment,actuator_lag_shift,peg_insert_contact_search,6,84,0.857143,0.688392,0.061729,0.045751,0.633328,0.181752,0.046731
oracle_mechanism_retrieval,cross_embodiment,actuator_lag_shift,cable_route_around_hook,0,84,0.714286,0.697067,0.058024,0.047498,0.662302,0.184047,0.046988
oracle_mechanism_retrieval,cross_embodiment,actuator_lag_shift,cable_route_around_hook,1,84,0.702381,0.697923,0.058660,0.048200,0.663231,0.184626,0.047412
oracle_mechanism_retrieval,cross_embodiment,actuator_lag_shift,cable_route_around_hook,2,84,0.773810,0.682771,0.059296,0.047235,0.664159,0.184038,0.047835
oracle_mechanism_retrieval,cross_embodiment,actuator_lag_shift,cable_route_around_hook,3,84,0.761905,0.683627,0.059932,0.047937,0.665088,0.184617,0.048259
oracle_mechanism_retrieval,cross_embodiment,actuator_lag_shift,cable_route_around_hook,4,84,0.690476,0.684483,0.060568,0.049829,0.666016,0.186029,0.048682
oracle_mechanism_retrieval,cross_embodiment,actuator_lag_shift,cable_route_around_hook,5,84,0.809524,0.685339,0.061204,0.047912,0.666945,0.184774,0.049106
oracle_mechanism_retrieval,cross_embodiment,actuator_lag_shift,cable_route_around_hook,6,84,0.797619,0.686195,0.061840,0.040610,0.667873,0.177349,0.049529
oracle_mechanism_retrieval,cross_embodiment,actuator_lag_shift,cloth_slide_over_edge,0,84,0.690476,0.695614,0.058179,0.049938,0.657683,0.179176,0.049783
oracle_mechanism_retrieval,cross_embodiment,actuator_lag_shift,cloth_slide_over_edge,1,84,0.761905,0.696454,0.058803,0.040960,0.658594,0.178580,0.050198
oracle_mechanism_retrieval,cross_embodiment,actuator_lag_shift,cloth_slide_over_edge,2,84,0.714286,0.697294,0.059427,0.042367,0.659505,0.179650,0.050614
oracle_mechanism_retrieval,cross_embodiment,actuator_lag_shift,cloth_slide_over_edge,3,84,0.809524,0.682126,0.060051,0.040917,0.660416,0.178721,0.043025
oracle_mechanism_retrieval,cross_embodiment,actuator_lag_shift,cloth_slide_over_edge,4,84,0.821429,0.682966,0.060675,0.041134,0.661327,0.178958,0.043440
oracle_mechanism_retrieval,cross_embodiment,actuator_lag_shift,cloth_slide_over_edge,5,84,0.809524,0.683806,0.061299,0.041827,0.662238,0.179529,0.043855
oracle_mechanism_retrieval,cross_embodiment,actuator_lag_shift,cloth_slide_over_edge,6,84,0.583333,0.684646,0.061923,0.046806,0.663149,0.183100,0.044271
oracle_mechanism_retrieval,cross_embodiment,actuator_lag_shift,twist_lid_with_force_limit,0,84,0.738095,0.685536,0.058897,0.044955,0.624066,0.179981,0.043248
oracle_mechanism_retrieval,cross_embodiment,actuator_lag_shift,twist_lid_with_force_limit,1,84,0.702381,0.686416,0.059551,0.046147,0.625020,0.180905,0.043684
oracle_mechanism_retrieval,cross_embodiment,actuator_lag_shift,twist_lid_with_force_limit,2,84,0.880952,0.687296,0.060205,0.043052,0.625975,0.178829,0.044120
oracle_mechanism_retrieval,cross_embodiment,actuator_lag_shift,twist_lid_with_force_limit,3,84,0.761905,0.688176,0.060859,0.045910,0.626930,0.180919,0.044555
oracle_mechanism_retrieval,cross_embodiment,actuator_lag_shift,twist_lid_with_force_limit,4,84,0.821429,0.689056,0.061513,0.045197,0.627885,0.180510,0.044991
oracle_mechanism_retrieval,cross_embodiment,actuator_lag_shift,twist_lid_with_force_limit,5,84,0.821429,0.689936,0.062167,0.045674,0.628840,0.180934,0.045427
oracle_mechanism_retrieval,cross_embodiment,actuator_lag_shift,twist_lid_with_force_limit,6,84,0.773810,0.690816,0.062821,0.047103,0.611786,0.182025,0.045863
oracle_mechanism_retrieval,cross_embodiment,compound_mechanism_shift,drawer_pull_with_stiction,0,84,0.845238,0.678560,0.061596,0.050075,0.645379,0.179295,0.052337
oracle_mechanism_retrieval,cross_embodiment,compound_mechanism_shift,drawer_pull_with_stiction,1,84,0.797619,0.679480,0.062280,0.051527,0.646378,0.180405,0.052793
oracle_mechanism_retrieval,cross_embodiment,compound_mechanism_shift,drawer_pull_with_stiction,2,84,0.726190,0.680400,0.062964,0.053454,0.647376,0.181849,0.045245
oracle_mechanism_retrieval,cross_embodiment,compound_mechanism_shift,drawer_pull_with_stiction,3,84,0.833333,0.681320,0.063648,0.051811,0.648375,0.180793,0.045702
oracle_mechanism_retrieval,cross_embodiment,compound_mechanism_shift,drawer_pull_with_stiction,4,84,0.773810,0.682240,0.064332,0.053501,0.649374,0.182071,0.046158
oracle_mechanism_retrieval,cross_embodiment,compound_mechanism_shift,drawer_pull_with_stiction,5,84,0.857143,0.683160,0.065016,0.052333,0.650372,0.181348,0.046614
oracle_mechanism_retrieval,cross_embodiment,compound_mechanism_shift,drawer_pull_with_stiction,6,84,0.738095,0.684080,0.065700,0.055214,0.651371,0.183459,0.047071
oracle_mechanism_retrieval,cross_embodiment,compound_mechanism_shift,peg_insert_contact_search,0,84,0.619048,0.680146,0.062957,0.056089,0.622572,0.183987,0.045873
oracle_mechanism_retrieval,cross_embodiment,compound_mechanism_shift,peg_insert_contact_search,1,84,0.797619,0.681066,0.063641,0.053017,0.623570,0.181931,0.046330
oracle_mechanism_retrieval,cross_embodiment,compound_mechanism_shift,peg_insert_contact_search,2,84,0.821429,0.681986,0.064325,0.053040,0.624569,0.182042,0.046786
oracle_mechanism_retrieval,cross_embodiment,compound_mechanism_shift,peg_insert_contact_search,3,84,0.642857,0.682906,0.065009,0.057111,0.625568,0.184986,0.047242
oracle_mechanism_retrieval,cross_embodiment,compound_mechanism_shift,peg_insert_contact_search,4,84,0.726190,0.683826,0.065693,0.055943,0.626566,0.184263,0.047698
oracle_mechanism_retrieval,cross_embodiment,compound_mechanism_shift,peg_insert_contact_search,5,84,0.714286,0.684746,0.066377,0.048677,0.627565,0.184874,0.048155
oracle_mechanism_retrieval,cross_embodiment,compound_mechanism_shift,peg_insert_contact_search,6,84,0.833333,0.685666,0.067061,0.046795,0.628564,0.183651,0.048611
oracle_mechanism_retrieval,cross_embodiment,compound_mechanism_shift,cable_route_around_hook,0,84,0.761905,0.683925,0.067550,0.050224,0.663661,0.179738,0.051740
oracle_mechanism_retrieval,cross_embodiment,compound_mechanism_shift,cable_route_around_hook,1,84,0.630952,0.684829,0.068222,0.053334,0.664642,0.182007,0.052188
oracle_mechanism_retrieval,cross_embodiment,compound_mechanism_shift,cable_route_around_hook,2,84,0.761905,0.685733,0.068894,0.051205,0.647614,0.180610,0.052636
oracle_mechanism_retrieval,cross_embodiment,compound_mechanism_shift,cable_route_around_hook,3,84,0.773810,0.686637,0.069566,0.051457,0.648595,0.180879,0.053084
oracle_mechanism_retrieval,cross_embodiment,compound_mechanism_shift,cable_route_around_hook,4,84,0.821429,0.687541,0.058232,0.050095,0.650057,0.180649,0.045312
oracle_mechanism_retrieval,cross_embodiment,compound_mechanism_shift,cable_route_around_hook,5,84,0.761905,0.688445,0.058904,0.051776,0.651038,0.181918,0.045760
oracle_mechanism_retrieval,cross_embodiment,compound_mechanism_shift,cable_route_around_hook,6,84,0.714286,0.689349,0.059576,0.053218,0.652019,0.183021,0.046208
oracle_mechanism_retrieval,cross_embodiment,compound_mechanism_shift,cloth_slide_over_edge,0,84,0.785714,0.687536,0.059497,0.053628,0.647058,0.184736,0.048915
oracle_mechanism_retrieval,cross_embodiment,compound_mechanism_shift,cloth_slide_over_edge,1,84,0.714286,0.688424,0.060157,0.055538,0.648022,0.186164,0.049355
oracle_mechanism_retrieval,cross_embodiment,compound_mechanism_shift,cloth_slide_over_edge,2,84,0.833333,0.689312,0.060817,0.045635,0.648985,0.184925,0.049795
oracle_mechanism_retrieval,cross_embodiment,compound_mechanism_shift,cloth_slide_over_edge,3,84,0.750000,0.690200,0.061477,0.047783,0.649949,0.186520,0.050235
oracle_mechanism_retrieval,cross_embodiment,compound_mechanism_shift,cloth_slide_over_edge,4,84,0.750000,0.691088,0.062137,0.048264,0.650913,0.186948,0.050674
oracle_mechanism_retrieval,cross_embodiment,compound_mechanism_shift,cloth_slide_over_edge,5,84,0.690476,0.675968,0.062797,0.049936,0.651876,0.188209,0.051114
oracle_mechanism_retrieval,cross_embodiment,compound_mechanism_shift,cloth_slide_over_edge,6,84,0.809524,0.676856,0.063457,0.048037,0.652840,0.178967,0.051554
oracle_mechanism_retrieval,cross_embodiment,compound_mechanism_shift,twist_lid_with_force_limit,0,84,0.738095,0.689146,0.068981,0.049048,0.608230,0.184714,0.048382
